name,path,entry_type,dataset_hint,protocol_hint,status_hint,registry_top_root_referenced,mtime_utc,raw_evidence_policy
sixiang_u300_ld_s123_gpu0_failed_20260721T153936,/private/results/sixiang_u300_ld_s123_gpu0_failed_20260721T153936,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:20:09.227036+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu0_hung_20260721T151645,/private/results/sixiang_u300_ld_s123_gpu0_hung_20260721T151645,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:57:26.330826+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu0_hung_20260721T151721,/private/results/sixiang_u300_ld_s123_gpu0_hung_20260721T151721,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:17:16.695751+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu1_exit_20260721T145510,/private/results/sixiang_u300_ld_s123_gpu1_exit_20260721T145510,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:22:24.470089+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu1_hung_20260721T151645,/private/results/sixiang_u300_ld_s123_gpu1_hung_20260721T151645,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:55:29.636560+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0,/private/results/sixiang_u300_ld_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T13:35:53.167033+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu02_failed_20260721T151449,/private/results/sixiang_u300_ld_s42_gpu02_failed_20260721T151449,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:03:02.308784+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu02_hung_20260721T150258,/private/results/sixiang_u300_ld_s42_gpu02_hung_20260721T150258,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:53:29.679650+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0_exit_20260721T144237,/private/results/sixiang_u300_ld_s42_gpu0_exit_20260721T144237,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T05:09:58.780338+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0_exit_20260721T145239,/private/results/sixiang_u300_ld_s42_gpu0_exit_20260721T145239,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:42:53.456224+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0_failed_20260721T153747,/private/results/sixiang_u300_ld_s42_gpu0_failed_20260721T153747,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:16:03.093652+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0_hung_20260721T150258,/private/results/sixiang_u300_ld_s42_gpu0_hung_20260721T150258,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:52:54.535020+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu0_hung_20260721T201049,/private/results/sixiang_u300_ld_s42_gpu0_hung_20260721T201049,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T11:50:28.475422+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s42_gpu1_exit_20260721T130814,/private/results/sixiang_u300_ld_s42_gpu1_exit_20260721T130814,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T04:56:22.639106+00:00,KEEP_IN_PLACE
sixiang_u300_mm_arcs_p3far_s0_gpu1,/private/results/sixiang_u300_mm_arcs_p3far_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T12:39:12.032233+00:00,KEEP_IN_PLACE
sixiang_u300_mm_arcs_p3far_s123_gpu1,/private/results/sixiang_u300_mm_arcs_p3far_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T12:47:08.219414+00:00,KEEP_IN_PLACE
sixiang_u300_mm_arcs_p3far_s42_gpu0,/private/results/sixiang_u300_mm_arcs_p3far_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T12:53:37.074240+00:00,KEEP_IN_PLACE
sixiang_u300_rgbcmd_s0_gpu1,/private/results/sixiang_u300_rgbcmd_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-20T23:11:16.481978+00:00,KEEP_IN_PLACE
sixiang_u300_rgbcmd_s123_gpu1,/private/results/sixiang_u300_rgbcmd_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T00:39:26.219519+00:00,KEEP_IN_PLACE
sixiang_u300_rgbcmd_s42_gpu0,/private/results/sixiang_u300_rgbcmd_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T00:38:38.043539+00:00,KEEP_IN_PLACE
strict_bijective_shuffle,/private/results/strict_bijective_shuffle,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-17T11:32:56.554551+00:00,KEEP_IN_PLACE
