cohort_index,source_row,object_id,split,image,source_group,class,scale_bin,anchor_index,stride,paired_gt_iou,ir_gt_support,native_owner_count,n_iou_lt_070,quality_gate070
1972,4800,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,7681,16.0,1.0,True,1,False,False
1973,4801,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,7343,16.0,1.0,True,1,False,False
1974,4802,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,3264,8.0,1.0,True,1,False,False
1975,4803,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,3180,8.0,1.0,True,1,False,False
1976,4804,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,6996,16.0,1.0,True,1,False,False
1977,4805,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:5,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,7038,16.0,1.0,True,2,False,False
1978,4806,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg::gt:6,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130142.jpg,13,0,medium,2637,8.0,1.0,True,2,True,False
1979,4811,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130151.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130151.jpg,13,0,medium,7224,16.0,1.0,True,1,False,False
1980,4816,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg,13,0,medium,6936,16.0,1.0,True,1,False,False
1981,4817,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg,13,0,medium,7141,16.0,1.0,True,1,False,False
1982,4818,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg,13,0,medium,3085,8.0,1.0,True,1,False,False
1983,4819,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130161.jpg,13,0,medium,7531,16.0,1.0,True,1,False,False
1984,4824,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg,13,0,medium,7402,16.0,1.0,True,1,False,False
1985,4825,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg,13,0,medium,6934,16.0,1.0,True,1,False,False
1986,4826,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg,13,0,medium,2793,8.0,1.0,True,1,False,False
1987,4827,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg,13,0,medium,1550,8.0,1.0,True,2,False,False
1988,4828,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130170.jpg,13,0,medium,2547,8.0,1.0,True,1,False,False
1989,4833,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130179.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130179.jpg,13,0,medium,7498,16.0,1.0,True,1,False,False
1990,4838,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130189.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130189.jpg,13,0,medium,7603,16.0,1.0,True,1,False,False
1991,4843,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg,13,0,medium,7418,16.0,1.0,True,2,False,False
1992,4844,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg,13,0,medium,7300,16.0,1.0,True,1,False,False
1993,4845,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg,13,0,medium,7343,16.0,1.0,True,1,False,False
1994,4846,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg,13,0,medium,7069,16.0,1.0,True,1,False,False
1995,4847,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130198.jpg,13,0,medium,6860,16.0,1.0,True,1,False,False
1996,4852,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg,13,0,medium,7458,16.0,1.0,True,1,False,False
1997,4853,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg,13,0,medium,7223,16.0,1.0,True,1,False,False
1998,4854,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg,13,0,medium,7150,16.0,1.0,True,1,False,False
1999,4855,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg,13,0,medium,4573,8.0,1.0,True,1,False,False
2000,4856,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130208.jpg,13,0,medium,3346,8.0,1.0,True,1,False,False
2001,4861,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg,13,0,medium,7262,16.0,1.0,True,1,False,False
2002,4862,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg,13,0,medium,7265,16.0,1.0,True,1,False,False
2003,4863,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg,13,0,medium,7298,16.0,1.0,True,1,False,False
2004,4864,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130217.jpg,13,0,medium,7405,16.0,1.0,True,1,False,False
2005,4869,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg,13,0,medium,3886,8.0,1.0,True,2,False,False
2006,4870,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg,13,0,medium,7182,16.0,1.0,True,1,False,False
2007,4871,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130226.jpg,13,0,medium,7517,16.0,1.0,True,1,False,False
2008,4876,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg,13,0,medium,7263,16.0,1.0,True,1,False,False
2009,4877,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg,13,0,medium,7190,16.0,1.0,True,1,False,False
2010,4878,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130236.jpg,13,0,medium,3343,8.0,1.0,True,1,False,False
2011,4883,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg,13,0,medium,7604,16.0,1.0,True,1,False,False
2012,4884,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg,13,0,medium,7342,16.0,1.0,True,1,False,False
2013,4885,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg,13,0,medium,7386,16.0,1.0,True,1,False,False
2014,4886,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130245.jpg,13,0,medium,7112,16.0,1.0,True,1,True,True
2015,4891,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130255.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130255.jpg,13,0,medium,7417,16.0,1.0,True,1,False,False
2016,4892,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130255.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130255.jpg,13,0,medium,7259,16.0,1.0,True,1,False,False
2017,4897,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130264.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130264.jpg,13,0,medium,7030,16.0,1.0,True,1,False,False
2018,4902,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg,13,0,medium,7663,16.0,1.0,True,1,False,False
2019,4903,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg,13,0,medium,7224,16.0,1.0,True,1,False,False
2020,4904,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg,13,0,medium,7146,16.0,1.0,True,1,False,False
2021,4905,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg,13,0,medium,7228,16.0,1.0,True,1,False,False
2022,4906,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130274.jpg,13,0,medium,4269,8.0,1.0,True,1,False,False
2023,4911,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130283.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130283.jpg,13,0,medium,7373,16.0,1.0,True,1,False,False
2024,4912,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130283.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130283.jpg,13,0,medium,7384,16.0,1.0,True,1,False,False
2025,4917,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg,13,0,medium,7230,16.0,1.0,True,1,False,False
2026,4918,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg,13,0,medium,7072,16.0,1.0,True,1,False,False
2027,4919,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg,13,0,medium,4634,8.0,1.0,True,1,False,False
2028,4920,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130292.jpg,13,0,medium,4878,8.0,1.0,True,1,False,False
2029,4925,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg,13,0,medium,6895,16.0,1.0,True,1,False,False
2030,4926,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg,13,0,medium,7379,16.0,1.0,True,1,False,False
2031,4927,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130302.jpg,13,0,medium,2792,8.0,1.0,True,1,False,False
2032,4932,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg,13,0,medium,7257,16.0,1.0,True,1,False,False
2033,4933,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg,13,0,medium,6736,16.0,1.0,True,1,False,False
2034,4934,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130311.jpg,13,0,medium,7271,16.0,1.0,True,1,False,False
2035,4939,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg,13,0,medium,7423,16.0,1.0,True,1,False,False
2036,4940,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg,13,0,medium,7187,16.0,1.0,True,1,False,False
2037,4941,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg,13,0,medium,7491,16.0,1.0,True,1,False,False
2038,4942,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg,13,0,medium,4109,8.0,1.0,True,1,False,False
2039,4943,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130321.jpg,13,0,medium,3864,8.0,1.0,True,1,False,False
2040,4948,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg,13,0,medium,7423,16.0,1.0,True,1,False,False
2041,4949,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg,13,0,medium,7442,16.0,1.0,True,1,False,False
2042,4950,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg,13,0,medium,7106,16.0,1.0,True,1,False,False
2043,4951,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg,13,0,medium,7630,16.0,1.0,True,1,False,False
2044,4952,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg::gt:4,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130330.jpg,13,0,medium,4196,8.0,1.0,True,1,False,False
2045,4957,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg,13,0,medium,7030,16.0,1.0,True,1,False,False
2046,4958,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg,13,0,medium,7150,16.0,1.0,True,2,False,False
2047,4959,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg,13,0,medium,3339,8.0,1.0,True,1,False,False
2048,4960,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130339.jpg,13,0,medium,5562,8.0,1.0,True,1,False,False
2049,4965,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130349.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130349.jpg,13,0,medium,7371,16.0,1.0,True,1,False,False
2050,4970,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg,13,0,medium,7457,16.0,1.0,True,1,False,False
2051,4971,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg,13,0,medium,7702,16.0,1.0,True,1,False,False
2052,4972,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130358.jpg,13,0,medium,7671,16.0,1.0,True,1,False,False
2053,4977,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg::gt:0,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg,13,0,medium,7568,16.0,1.0,True,1,False,False
2054,4978,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg::gt:1,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg,13,0,medium,7523,16.0,1.0,True,2,False,False
2055,4979,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg::gt:2,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg,13,0,medium,7562,16.0,1.0,True,2,False,False
2056,4980,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg::gt:3,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/130368.jpg,13,0,medium,7521,16.0,1.0,True,2,False,False
