dataset,family,phase,unit,identity,objects
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11411.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11717.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12479.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12720.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12948.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12992.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13031.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13062.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13144.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13228.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13256.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13673.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13766.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14067.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14109.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14633.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14718.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15101.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15124.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15147.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15614.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15673.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16024.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16181.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16194.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16416.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17159.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17218.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17243.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17267.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17450.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17457.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17765.jpg,11
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00162.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00384.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00820.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01748.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02039.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02040.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02178.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02199.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02509.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03124.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03174.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03256.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03304.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03362.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03390.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03913.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03992.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04279.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04768.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05040.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05256.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06175.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06917.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07663.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08038.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08411.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08786.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09692.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09704.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09993.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10031.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10118.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10220.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10378.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10896.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11056.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11069.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11118.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11229.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11348.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11385.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11552.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11736.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11795.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12322.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12566.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12678.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13030.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13043.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13203.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13217.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13703.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13889.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13917.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14508.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14513.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14647.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15231.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15288.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15347.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15678.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15738.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15903.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16044.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16189.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16265.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16771.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17130.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17152.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17694.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17742.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17862.jpg,10
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00018.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00051.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00141.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00153.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00269.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00371.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00476.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00924.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01032.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01285.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01473.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01476.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01489.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01572.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02084.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02160.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02204.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02582.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02639.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02739.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02802.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03088.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03971.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04101.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04225.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04959.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05055.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05099.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05333.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05465.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05951.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05971.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05974.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06510.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06701.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06787.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06797.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06825.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07169.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07250.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07782.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07787.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08173.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09093.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09494.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09672.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11020.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11121.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11774.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11957.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12093.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12135.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12689.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12741.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12743.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12843.jpg,9
dronevehicle,C0_C1,eligible,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13340.jpg,9
